id,loan_status,loan_amount,loan_term,interest_rate,installment,purpose,dti,revolving_rate,employment_length,home_ownership,annual_income
1069357,fully paid,15000,36,7.9,469.36,debt_consolidation,8.48,50.4,1,rent,45000.0
1069356,fully paid,6000,36,12.42,200.5,debt_consolidation,10.62,66.5,1,rent,36852.0
1067573,fully paid,9600,36,7.51,298.67,other,6.63,18.1,4,rent,68004.0
1069506,fully paid,12000,36,7.9,375.49,debt_consolidation,16.7,21.0,10,rent,62300.0
1069314,fully paid,3000,36,18.25,108.84,other,17.39,98.1,9,mortgage,65000.0
1060578,fully paid,4400,36,16.77,156.37,debt_consolidation,20.01,99.0,10,rent,55000.0
1069469,fully paid,6000,36,6.03,182.62,debt_consolidation,5.34,32.5,10,mortgage,45600.0
1051117,fully paid,14000,36,9.91,451.15,small_business,10.0,13.4,6,rent,80000.0
1069465,charged off,5000,36,8.9,158.77,debt_consolidation,16.33,62.1,10,mortgage,100000.0
1069283,fully paid,10000,36,10.65,325.74,other,11.47,52.3,6,rent,27000.0
1069287,fully paid,10000,36,6.03,304.36,credit_card,12.74,19.5,10,rent,60000.0
1069453,fully paid,11000,36,6.62,337.75,debt_consolidation,10.85,36.4,5,rent,70000.0
1069248,charged off,15000,36,9.91,483.38,debt_consolidation,9.12,63.7,8,mortgage,80000.0
1068120,fully paid,25600,36,9.91,824.96,credit_card,15.71,62.0,9,rent,110000.0
1069244,fully paid,7000,36,10.65,228.02,debt_consolidation,7.38,92.9,1,rent,40000.0
1069243,charged off,12000,36,15.96,421.65,car,20.88,90.8,4,rent,50000.0
1069238,fully paid,12000,36,9.91,386.7,credit_card,8.11,52.1,1,rent,46000.0
1069410,charged off,21000,60,19.91,555.33,debt_consolidation,21.58,97.6,7,rent,50000.0
1068409,fully paid,16000,60,19.91,423.11,credit_card,20.52,75.1,7,rent,81000.0
1068487,fully paid,10000,36,12.42,334.16,debt_consolidation,18.58,72.7,1,own,39000.0
1043961,fully paid,10000,36,10.65,325.74,credit_card,19.14,59.1,2,rent,51400.0
1068945,fully paid,7100,36,16.77,252.33,debt_consolidation,24.0,91.2,1,mortgage,33000.0
1069142,fully paid,13000,60,12.69,293.74,debt_consolidation,13.72,58.9,1,mortgage,30000.0
1068934,fully paid,17500,60,17.27,223.74,small_business,19.47,58.9,6,rent,40000.0
1069136,fully paid,17675,60,14.65,417.25,debt_consolidation,16.46,57.4,1,rent,50000.0
1068923,fully paid,8000,36,16.77,284.31,debt_consolidation,21.64,66.9,1,rent,62000.0
1069126,charged off,10000,60,10.65,215.69,debt_consolidation,21.73,30.1,10,rent,45996.0
1069102,fully paid,3500,36,10.65,114.01,debt_consolidation,5.39,45.9,7,mortgage,55000.0
1069093,charged off,12500,60,17.27,223.11,debt_consolidation,13.16,70.8,5,rent,30000.0
1069030,fully paid,16425,36,14.27,563.53,debt_consolidation,22.71,83.4,4,rent,44544.0
1068906,charged off,8200,60,21.28,223.14,small_business,12.48,73.9,4,rent,75000.0
1069073,fully paid,15000,36,14.65,517.42,credit_card,11.88,79.5,2,own,61000.0
1069043,fully paid,20975,60,17.58,341.63,credit_card,18.79,79.4,5,mortgage,44000.0
1060981,charged off,6400,36,16.77,227.45,debt_consolidation,20.22,67.5,5,rent,75000.0
1069071,fully paid,3000,36,13.49,101.8,debt_consolidation,18.11,83.2,1,rent,33600.0
1069070,fully paid,12000,36,16.77,426.47,credit_card,20.57,97.0,3,rent,50000.0
1068893,fully paid,14400,36,8.9,457.25,debt_consolidation,14.85,55.0,1,own,150000.0
1068882,fully paid,12000,36,14.65,413.94,debt_consolidation,16.56,78.5,10,rent,90000.0
1069039,fully paid,11000,36,13.49,373.24,debt_consolidation,21.82,65.0,10,mortgage,48000.0
1068416,fully paid,7250,60,21.67,197.51,debt_consolidation,24.82,91.2,1,rent,75000.0
1068997,fully paid,15000,36,7.9,469.36,small_business,9.65,6.7,1,mortgage,52000.0
1048390,fully paid,18000,60,19.91,475.99,debt_consolidation,6.81,77.8,10,mortgage,65000.0
1068994,fully paid,35000,60,17.27,551.84,home_improvement,7.51,53.3,3,mortgage,150000.0
1068475,fully paid,10000,36,14.27,343.09,credit_card,15.39,81.3,2,rent,68000.0
1068989,fully paid,11800,36,12.69,395.83,credit_card,9.86,74.8,6,rent,42000.0
1068967,fully paid,4500,36,6.03,136.96,major_purchase,4.44,13.9,4,rent,53000.0
1068744,fully paid,7000,36,12.69,234.82,credit_card,11.35,82.3,10,rent,35000.0
1045509,fully paid,9200,36,12.42,307.43,debt_consolidation,19.96,78.7,2,rent,60000.0
1041756,fully paid,4500,60,10.65,97.06,car,5.4,78.3,1,mortgage,42000.0
1068694,fully paid,12000,36,16.29,423.61,debt_consolidation,16.85,96.4,9,rent,88365.0
1068792,fully paid,12000,36,13.49,407.17,debt_consolidation,21.33,27.6,4,rent,72000.0
1068558,fully paid,12000,36,10.65,390.88,credit_card,23.94,78.4,1,rent,62000.0
1068322,fully paid,7000,36,10.65,228.02,credit_card,5.38,78.1,3,mortgage,43680.0
1065674,fully paid,8200,60,19.42,214.62,debt_consolidation,2.8,88.4,3,rent,120000.0
1068547,fully paid,10500,36,12.69,352.23,medical,20.73,51.2,10,rent,66000.0
1068545,fully paid,7000,36,11.71,231.54,debt_consolidation,21.01,52.4,4,own,39120.0
1049528,fully paid,20000,60,11.71,282.86,debt_consolidation,10.04,46.3,4,mortgage,47800.0
1068542,charged off,17500,60,17.27,437.47,credit_card,21.31,86.1,7,mortgage,45000.0
1068350,fully paid,3500,36,6.03,106.53,car,2.31,13.4,10,mortgage,83000.0
1068509,charged off,6200,36,9.91,199.8,debt_consolidation,20.64,47.7,2,rent,25000.0
1068508,fully paid,6000,36,8.9,190.52,debt_consolidation,13.17,36.8,8,own,28800.0
1066641,fully paid,7200,36,9.91,232.02,credit_card,6.12,79.6,6,rent,135000.0
1068315,fully paid,9500,36,8.9,301.66,credit_card,8.18,60.5,7,mortgage,50000.0
1068309,charged off,18825,60,16.77,465.53,debt_consolidation,23.18,79.7,10,rent,38000.0
1068326,fully paid,24000,36,10.65,781.76,debt_consolidation,14.8,55.2,10,rent,45000.0
1066767,fully paid,6000,36,13.49,203.59,debt_consolidation,11.58,83.8,10,rent,80000.0
1068484,fully paid,6000,36,13.49,203.59,debt_consolidation,15.38,91.5,5,rent,50000.0
1068292,fully paid,2100,36,12.42,70.18,vacation,19.72,82.9,10,mortgage,30000.0
1068273,fully paid,5500,36,6.62,168.88,small_business,9.69,21.9,8,mortgage,110000.0
1068274,fully paid,11000,36,6.62,337.75,debt_consolidation,20.5,58.7,8,own,45608.0
1068440,fully paid,26800,60,20.89,723.38,debt_consolidation,12.15,48.0,3,mortgage,120000.0
1046456,fully paid,8000,36,12.69,268.36,debt_consolidation,10.05,97.7,5,mortgage,35000.0
1068012,charged off,10000,36,18.25,362.78,credit_card,24.14,96.3,1,rent,75000.0
1055725,fully paid,8000,36,11.71,264.61,credit_card,9.7,46.5,9,mortgage,35000.0
1061814,fully paid,10000,36,8.9,317.54,debt_consolidation,7.0,49.5,6,rent,24000.0
1068232,fully paid,12000,36,11.71,396.92,debt_consolidation,13.32,54.1,2,mortgage,126000.0
1068405,fully paid,10000,36,7.9,312.91,debt_consolidation,25.26,37.2,1,rent,43000.0
1068395,fully paid,12000,36,9.91,386.7,debt_consolidation,16.44,29.3,1,rent,50000.0
1068202,charged off,25000,60,13.49,575.12,credit_card,14.15,91.2,10,mortgage,67000.0
1068006,charged off,19750,36,10.65,643.33,debt_consolidation,22.8,54.2,4,rent,45000.0
1068075,fully paid,10000,36,9.91,322.25,debt_consolidation,14.81,27.0,3,rent,31200.0
1065642,fully paid,13650,36,12.42,456.12,debt_consolidation,24.09,56.5,4,rent,66000.0
1068179,charged off,28000,60,19.91,312.04,debt_consolidation,20.7,87.6,10,rent,52000.0
1068158,fully paid,18000,36,7.9,563.23,debt_consolidation,27.55,76.6,10,rent,56964.0
1068180,fully paid,2500,36,14.27,85.78,debt_consolidation,10.33,37.7,7,rent,49500.0
1065673,fully paid,21000,60,20.3,559.89,credit_card,23.21,70.7,10,rent,70000.0
1068159,fully paid,35000,36,8.9,1111.37,debt_consolidation,22.71,34.8,6,mortgage,125000.0
1068165,fully paid,10000,36,7.51,311.11,credit_card,9.75,0.6,3,rent,33000.0
1059689,fully paid,7000,36,12.69,234.82,credit_card,15.8,47.6,1,rent,30000.0
1066215,charged off,24000,36,15.96,843.3,home_improvement,9.17,71.2,8,mortgage,90000.0
1063270,fully paid,10625,36,7.51,330.56,medical,18.89,43.4,5,mortgage,23000.0
1067931,fully paid,5000,36,14.65,172.48,debt_consolidation,18.3,33.3,2,rent,24000.0
1067922,fully paid,8850,36,6.62,271.73,credit_card,17.71,35.9,10,rent,62000.0
1067919,fully paid,6375,36,7.51,198.34,debt_consolidation,4.8,58.0,4,rent,44000.0
1068106,fully paid,6000,36,11.71,198.46,credit_card,2.97,56.6,1,rent,90000.0
1068111,charged off,11100,36,6.62,340.82,credit_card,29.85,62.3,10,rent,41000.0
1067655,fully paid,10000,60,12.69,225.95,debt_consolidation,10.82,31.2,2,mortgage,56000.0
1060662,fully paid,6200,36,6.03,188.71,small_business,18.2,16.0,5,mortgage,26500.0
1061304,fully paid,15000,36,18.64,547.12,debt_consolidation,19.69,90.3,1,rent,54000.0
1068095,fully paid,4200,36,11.71,138.92,other,16.91,79.7,2,rent,53000.0
1067182,fully paid,14000,36,14.27,480.33,debt_consolidation,7.36,70.8,4,rent,52800.0
822464,fully paid,8875,36,7.51,276.11,debt_consolidation,23.53,62.1,1,mortgage,38000.0
1063526,fully paid,13500,36,9.91,435.04,debt_consolidation,12.38,67.3,7,rent,38000.0
1068091,charged off,12000,36,9.91,386.7,debt_consolidation,7.83,65.4,2,rent,42000.0
1068090,fully paid,16000,60,19.91,423.11,debt_consolidation,15.8,72.4,4,rent,55000.0
1068082,fully paid,21600,60,19.42,565.32,debt_consolidation,16.74,78.1,8,mortgage,60000.0
1068078,fully paid,6000,36,10.65,195.44,home_improvement,12.86,40.5,6,mortgage,87000.0
1057633,fully paid,8450,60,16.77,208.97,debt_consolidation,22.51,83.5,5,own,25000.0
1046204,fully paid,20000,60,13.49,460.1,credit_card,17.68,61.4,1,rent,82000.0
1067794,charged off,10000,36,11.71,330.76,debt_consolidation,22.08,29.3,8,rent,60000.0
1067816,fully paid,12000,36,16.29,423.61,credit_card,18.18,97.2,5,mortgage,80000.0
1068018,charged off,13475,60,13.49,309.99,credit_card,21.89,65.8,10,rent,25000.0
1052996,fully paid,7200,36,12.42,240.59,major_purchase,17.43,80.2,5,rent,48000.0
1067818,charged off,5600,36,14.65,193.17,debt_consolidation,12.24,90.8,1,mortgage,85000.0
1064842,fully paid,12000,36,14.27,411.71,debt_consolidation,10.86,81.5,1,rent,57000.0
1067109,fully paid,8500,36,6.03,258.71,credit_card,1.73,28.0,2,rent,25000.0
1067971,fully paid,8000,36,9.91,257.8,credit_card,18.28,78.5,2,rent,34000.0
1057518,fully paid,8000,36,12.42,267.33,credit_card,15.0,88.2,10,rent,40000.0
1067473,fully paid,16000,60,15.27,382.92,debt_consolidation,17.44,92.3,10,rent,42656.4
1062177,fully paid,15000,36,17.27,536.81,house,3.59,91.6,2,mortgage,44400.0
1067447,fully paid,10000,36,9.91,322.25,debt_consolidation,11.24,66.8,2,own,30000.0
1059412,fully paid,10000,36,6.62,307.04,credit_card,16.78,69.0,5,mortgage,70000.0
1062608,fully paid,8000,36,14.65,275.96,car,12.6,54.3,3,rent,28000.0
1067664,fully paid,22000,36,9.91,708.95,debt_consolidation,13.22,49.8,2,mortgage,50000.0
1067441,fully paid,6000,36,14.27,205.86,car,24.53,95.9,10,mortgage,94800.0
1067654,fully paid,16000,60,9.91,339.25,debt_consolidation,9.39,28.5,10,own,40000.0
1067644,charged off,2500,36,7.51,77.78,debt_consolidation,16.3,42.2,10,own,12000.0
1062288,fully paid,13500,36,9.91,435.04,credit_card,22.93,67.2,2,mortgage,36000.0
1067434,fully paid,25000,36,12.42,835.39,debt_consolidation,8.32,34.6,2,rent,225000.0
1067419,fully paid,10000,36,13.49,339.31,small_business,24.97,48.3,2,rent,45900.0
1067601,fully paid,2500,36,13.49,84.83,debt_consolidation,6.44,68.1,4,rent,27200.0
1067579,fully paid,7325,36,12.69,245.72,debt_consolidation,22.57,65.0,1,rent,42000.0
1067563,fully paid,4000,36,12.42,133.67,credit_card,12.12,85.7,5,rent,135000.0
1067364,charged off,10000,36,13.49,339.31,small_business,6.92,69.5,5,rent,65000.0
1067152,charged off,7750,36,17.27,277.36,debt_consolidation,16.1,67.1,1,rent,24000.0
1062471,charged off,20000,60,20.89,539.84,debt_consolidation,16.63,79.9,6,rent,70000.0
1066842,fully paid,9600,36,12.42,320.79,debt_consolidation,11.65,70.9,10,rent,65000.0
1067126,charged off,21000,60,11.71,464.07,debt_consolidation,6.62,79.9,3,rent,60000.0
1067326,fully paid,14000,36,10.65,456.03,credit_card,15.52,65.6,3,rent,30000.0
1066789,fully paid,13350,36,12.42,446.1,debt_consolidation,20.57,95.3,10,rent,43000.0
1067324,charged off,15000,36,16.77,533.08,debt_consolidation,19.63,74.9,10,rent,42000.0
1067102,charged off,15000,36,17.27,536.81,debt_consolidation,16.03,75.9,8,rent,75000.0
1067084,fully paid,35000,36,10.65,1140.07,debt_consolidation,3.17,1.4,2,mortgage,168000.0
1067090,fully paid,9000,36,10.65,293.16,credit_card,8.89,71.7,9,mortgage,74000.0
1060875,fully paid,22475,60,15.27,537.87,debt_consolidation,15.23,61.8,7,mortgage,52000.0
1067265,charged off,16000,36,12.69,536.72,debt_consolidation,20.64,89.3,1,rent,58500.0
1067287,fully paid,13500,36,12.69,452.86,debt_consolidation,11.97,77.7,5,rent,71000.0
1067066,fully paid,24000,36,12.69,805.08,debt_consolidation,11.6,84.6,10,rent,75000.0
1067283,fully paid,12000,36,10.65,390.88,credit_card,10.84,48.8,5,rent,60000.0
1067266,fully paid,8400,60,16.77,207.73,major_purchase,11.35,80.3,5,rent,87996.0
1066635,fully paid,28000,60,17.58,704.64,home_improvement,12.07,13.4,5,mortgage,140000.0
1067026,fully paid,14000,36,6.62,429.86,debt_consolidation,11.15,35.4,10,rent,66000.0
1067038,charged off,12000,36,14.27,411.71,other,8.4,86.2,8,mortgage,70000.0
1067030,fully paid,25000,36,11.71,826.9,debt_consolidation,6.88,89.1,10,mortgage,100000.0
1065350,fully paid,9000,36,12.69,301.91,debt_consolidation,17.81,55.4,5,rent,50000.0
1067028,fully paid,13250,36,10.65,431.6,debt_consolidation,24.93,58.7,4,rent,35000.0
1061877,fully paid,20000,36,13.49,678.61,debt_consolidation,22.38,90.8,6,rent,75000.0
1067018,fully paid,3000,36,14.65,103.49,medical,21.84,88.7,5,rent,71000.0
1067223,fully paid,7350,36,10.65,239.42,debt_consolidation,11.93,77.5,10,mortgage,48000.0
1067004,fully paid,11500,36,15.27,400.18,debt_consolidation,21.1,76.7,5,rent,36000.0
1031265,charged off,13650,36,12.42,456.12,debt_consolidation,12.29,73.4,10,mortgage,86000.0
1066835,charged off,10500,36,16.29,370.66,debt_consolidation,15.0,55.5,3,rent,30000.0
1067181,fully paid,12000,36,9.91,386.7,debt_consolidation,15.5,85.7,2,rent,60000.0
1067179,fully paid,6000,36,8.9,190.52,credit_card,14.51,64.8,3,rent,34000.0
1067172,fully paid,11500,36,15.27,400.18,credit_card,21.69,90.0,10,mortgage,44200.0
1066712,fully paid,7000,36,12.42,233.91,debt_consolidation,12.0,71.6,7,mortgage,82000.0
1066706,fully paid,29500,60,20.3,786.51,debt_consolidation,20.93,89.8,6,mortgage,83000.0
1066836,fully paid,2000,36,15.27,69.6,moving,17.74,96.4,2,rent,41000.0
1066826,fully paid,11625,36,13.49,394.45,credit_card,19.33,84.7,1,mortgage,36000.0
1063280,charged off,15075,36,14.27,517.21,debt_consolidation,20.16,89.6,10,rent,35000.0
1057447,fully paid,5300,36,15.27,184.43,credit_card,24.88,82.7,1,rent,30000.0
1040867,fully paid,8200,36,6.62,251.77,home_improvement,11.1,25.5,1,rent,40000.0
1065232,fully paid,12000,36,12.42,400.99,credit_card,13.98,75.0,9,mortgage,105000.0
1052492,fully paid,8650,36,14.27,296.78,credit_card,7.6,58.9,4,mortgage,45000.0
1066763,fully paid,12000,36,12.42,400.99,debt_consolidation,11.81,51.1,2,rent,83000.0
1066798,charged off,9500,36,12.69,318.68,moving,23.54,75.3,1,mortgage,52500.0
1066639,fully paid,7400,36,13.49,251.09,debt_consolidation,8.45,92.8,1,own,25000.0
1066633,fully paid,14400,36,13.49,488.6,debt_consolidation,16.92,65.0,10,mortgage,60000.0
1060644,fully paid,24250,60,23.91,519.76,debt_consolidation,12.96,99.0,7,mortgage,120000.0
1066766,charged off,7200,36,7.9,225.29,debt_consolidation,7.98,82.9,3,rent,68000.0
1066613,charged off,26000,60,16.77,642.96,home_improvement,11.77,72.7,10,mortgage,53000.0
1065648,charged off,7000,60,11.71,154.69,credit_card,26.22,90.9,6,mortgage,69600.0
1066768,fully paid,4000,36,7.51,124.45,major_purchase,18.17,50.7,1,rent,65000.0
1066617,fully paid,1500,36,17.27,53.69,debt_consolidation,8.23,97.8,10,mortgage,144000.0
1062015,fully paid,19600,36,12.42,654.94,credit_card,11.62,50.1,2,rent,75000.0
1066598,fully paid,2500,36,11.71,82.69,debt_consolidation,18.7,66.7,7,mortgage,29000.0
1066503,charged off,10000,36,12.69,335.45,credit_card,2.69,70.2,2,rent,70000.0
1066530,fully paid,10000,36,6.62,307.04,credit_card,26.85,70.4,5,rent,45000.0
1066520,fully paid,4225,36,12.42,141.18,other,17.61,73.7,5,mortgage,55200.0
1065929,fully paid,3500,36,7.9,109.52,vacation,6.46,55.5,7,mortgage,61440.0
1066582,fully paid,12000,36,6.62,368.45,debt_consolidation,13.65,80.3,10,mortgage,56000.0
1066348,fully paid,16500,36,8.9,523.93,debt_consolidation,9.06,38.8,1,rent,47000.0
1061430,fully paid,22000,60,21.67,603.5,debt_consolidation,15.62,79.4,1,rent,55000.0
1061519,fully paid,12000,36,14.65,413.94,credit_card,14.87,71.0,1,rent,71000.0
1066344,charged off,15600,60,12.69,352.48,vacation,5.78,35.7,10,rent,50000.0
1066480,fully paid,10800,36,12.42,360.89,credit_card,12.12,74.5,8,rent,135000.0
1066471,fully paid,14000,36,12.42,467.82,credit_card,7.35,97.8,10,mortgage,63000.0
1066318,fully paid,6000,36,13.49,203.59,debt_consolidation,15.58,83.6,5,mortgage,50000.0
1066453,fully paid,12000,36,9.91,386.7,debt_consolidation,14.83,67.7,5,rent,80000.0
1063090,fully paid,10000,36,12.42,334.16,debt_consolidation,10.45,51.6,4,rent,45000.0
1061406,fully paid,8000,36,7.9,250.33,vacation,6.09,55.9,2,rent,78000.0
1066278,fully paid,14125,36,9.91,455.18,debt_consolidation,23.13,66.0,1,rent,33000.0
1066281,fully paid,14000,36,12.69,469.63,debt_consolidation,19.24,64.5,5,rent,62800.0
1056150,fully paid,13200,60,17.27,224.36,small_business,9.64,50.1,3,rent,26400.0
1066434,fully paid,4000,36,19.03,146.69,vacation,20.59,22.6,10,mortgage,80000.0
1048526,charged off,4000,36,12.69,134.18,debt_consolidation,6.86,79.7,2,rent,25000.0
1028566,fully paid,10500,36,6.03,319.58,debt_consolidation,10.36,18.7,10,mortgage,65000.0
1066424,fully paid,5500,36,7.9,172.1,car,6.65,43.3,10,own,59000.0
1066212,fully paid,7350,36,11.71,243.11,debt_consolidation,22.51,77.9,1,rent,33000.0
1066232,charged off,10000,36,12.42,334.16,credit_card,18.31,90.6,10,rent,39000.0
1056219,fully paid,12000,36,7.51,373.33,debt_consolidation,10.74,43.0,10,rent,42000.0
1066199,fully paid,5000,60,11.71,110.5,home_improvement,23.78,57.3,5,mortgage,38004.0
1060851,fully paid,8000,60,11.71,176.79,other,16.22,34.4,3,own,31000.0
972383,fully paid,4500,36,8.9,142.89,other,23.43,24.4,10,mortgage,50700.0
1066191,fully paid,18000,36,12.42,601.48,credit_card,12.51,66.1,1,own,75000.0
1066379,fully paid,12000,36,13.49,407.17,debt_consolidation,15.72,80.5,6,rent,40000.0
1066364,fully paid,10000,36,13.49,339.31,credit_card,5.88,47.6,10,mortgage,50000.0
1066140,fully paid,6000,36,7.9,187.75,other,8.87,30.3,7,mortgage,80000.0
1066171,fully paid,12000,36,12.69,402.54,debt_consolidation,22.2,55.5,4,rent,40000.0
1066162,charged off,12000,36,8.9,381.04,other,9.13,83.5,7,rent,80000.0
1040154,fully paid,7000,36,11.71,231.54,debt_consolidation,15.57,94.1,2,rent,75000.0
1066155,fully paid,35000,60,18.64,690.56,debt_consolidation,12.0,53.0,8,mortgage,85000.0
1065382,fully paid,1400,36,7.9,43.81,other,10.0,9.9,1,rent,28800.0
1063447,charged off,16000,60,13.49,368.08,small_business,16.22,58.5,10,rent,35000.0
1065932,fully paid,3200,36,9.91,103.12,debt_consolidation,2.16,33.3,9,rent,61200.0
1065936,fully paid,8000,36,7.9,250.33,medical,13.35,34.4,1,rent,40000.0
1066112,charged off,11875,60,12.69,268.32,debt_consolidation,23.75,94.1,1,rent,25920.0
1066084,fully paid,5000,36,6.03,152.18,home_improvement,3.82,4.0,9,mortgage,54000.0
1066081,fully paid,1800,36,6.62,55.27,small_business,23.8,39.8,10,rent,18000.0
1065896,fully paid,35000,36,8.9,1111.37,debt_consolidation,17.73,61.5,5,rent,85000.0
1066065,fully paid,18000,36,8.9,571.56,credit_card,7.0,66.3,5,rent,78000.0
1066071,charged off,14000,36,7.9,438.07,debt_consolidation,19.74,63.9,10,own,45600.0
1062094,fully paid,5000,36,12.42,167.08,debt_consolidation,20.06,54.2,2,rent,70000.0
1061154,fully paid,8000,36,15.96,281.1,credit_card,14.04,91.9,4,rent,70000.0
1066061,fully paid,10000,36,6.03,304.36,debt_consolidation,12.99,45.2,9,mortgage,80000.0
1065863,fully paid,10000,36,7.51,311.11,debt_consolidation,4.63,25.7,5,rent,50000.0
1065862,fully paid,12000,36,12.42,400.99,debt_consolidation,18.51,75.7,10,mortgage,35000.0
1065854,fully paid,23200,36,7.9,725.94,debt_consolidation,27.99,47.0,3,mortgage,65000.0
1062260,fully paid,4800,36,15.27,167.03,debt_consolidation,9.3,73.7,10,mortgage,75000.0
1065842,fully paid,7300,36,11.71,241.46,debt_consolidation,16.42,44.6,6,rent,35000.0
1066018,fully paid,10400,36,9.91,335.14,debt_consolidation,11.67,80.6,6,rent,40000.0
1049352,fully paid,6600,36,9.91,212.69,house,15.53,27.8,1,mortgage,100000.0
1066016,fully paid,12000,36,8.9,381.04,debt_consolidation,9.45,37.4,7,own,40000.0
1065997,fully paid,13250,36,17.27,474.19,debt_consolidation,23.7,91.5,10,rent,52000.0
1061891,fully paid,12000,36,11.71,396.92,debt_consolidation,15.97,56.2,3,rent,92500.0
1065752,fully paid,25000,36,9.91,805.63,debt_consolidation,10.35,49.4,9,rent,61000.0
1063126,fully paid,6000,36,10.65,195.44,other,14.43,48.5,10,rent,36000.0
1065738,fully paid,12000,36,7.51,373.33,credit_card,7.08,55.6,10,mortgage,68000.0
1061467,fully paid,14400,36,11.71,476.3,credit_card,16.35,48.4,1,rent,80000.0
1065721,fully paid,10000,36,12.42,334.16,credit_card,11.58,65.5,10,rent,43000.0
1065717,fully paid,8000,36,11.71,264.61,credit_card,2.48,56.2,1,rent,150000.0
1065026,charged off,8000,36,16.29,282.41,credit_card,13.22,72.9,5,rent,50000.0
1057001,charged off,30000,60,12.42,673.72,small_business,0.94,3.2,3,rent,70000.0
1065513,charged off,18000,60,16.77,445.13,home_improvement,18.42,73.4,6,own,40000.0
1065698,fully paid,13250,36,11.71,438.26,credit_card,22.35,67.2,2,own,35000.0
1065681,fully paid,14000,36,14.27,480.33,debt_consolidation,16.21,96.2,6,rent,80000.0
1061788,charged off,20000,60,20.3,533.23,debt_consolidation,20.91,83.1,10,own,59000.0
1065484,fully paid,10000,36,16.29,353.01,credit_card,24.39,96.4,10,rent,40000.0
1061681,fully paid,35000,60,20.3,619.88,debt_consolidation,20.16,74.5,5,rent,85000.0
1065661,fully paid,4000,36,6.03,121.75,debt_consolidation,7.05,43.8,1,rent,55000.0
1065663,fully paid,13000,36,9.91,418.93,debt_consolidation,8.38,81.3,6,rent,110000.0
1065480,fully paid,28000,36,12.69,939.26,credit_card,12.35,67.5,5,rent,100000.0
1065658,fully paid,10000,36,13.49,339.31,debt_consolidation,11.52,79.1,3,rent,62000.0
