id,loan_status,loan_amount,loan_term,interest_rate,grade,verification_status,purpose,dti,inquiries,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
1063526,0,13500,36,9.91,b,verified,debt_consolidation,12.38,1,0,67.3,7,7.0,rent,10.545341438708522
1068091,1,12000,36,9.91,b,not verified,debt_consolidation,7.83,2,0,65.4,16,2.0,rent,10.645424897265505
1068090,0,16000,60,19.91,e,verified,debt_consolidation,15.8,0,0,72.4,19,4.0,rent,10.915088464214607
1068082,0,21600,60,19.42,e,source verified,debt_consolidation,16.74,0,0,78.1,21,8.0,mortgage,11.002099841204238
1068078,0,6000,36,10.65,b,not verified,home_improvement,12.86,0,0,40.5,22,6.0,mortgage,11.37366339763672
1057633,0,8450,60,16.77,d,verified,debt_consolidation,22.51,2,0,83.5,21,5.0,own,10.126631103850338
1046204,0,20000,60,13.49,c,not verified,credit_card,17.68,0,0,61.4,23,1.0,rent,11.314474526246391
1067794,1,10000,36,11.71,b,not verified,debt_consolidation,22.08,0,0,29.3,26,8.0,rent,11.002099841204238
1067816,0,12000,36,16.29,d,verified,credit_card,18.18,0,0,97.2,11,5.0,mortgage,11.289781913656018
1068018,1,13475,60,13.49,c,verified,credit_card,21.89,1,0,65.8,14,10.0,rent,10.126631103850338
1052996,0,7200,36,12.42,b,not verified,major_purchase,17.43,1,0,80.2,10,5.0,rent,10.778956289890028
1067818,1,5600,36,14.65,c,not verified,debt_consolidation,12.24,3,0,90.8,31,1.0,mortgage,11.350406535472453
1064842,0,12000,36,14.27,c,verified,debt_consolidation,10.86,1,0,81.5,11,1.0,rent,10.950806546816688
1067109,0,8500,36,6.03,a,not verified,credit_card,1.73,0,0,28.0,18,2.0,rent,10.126631103850338
1067971,0,8000,36,9.91,b,source verified,credit_card,18.28,0,0,78.5,7,2.0,rent,10.4341158035983
1057518,0,8000,36,12.42,b,not verified,credit_card,15.0,0,0,88.2,11,10.0,rent,10.596634733096073
1067473,0,16000,60,15.27,c,source verified,debt_consolidation,17.44,1,0,92.3,17,10.0,rent,10.660932600278805
1062177,0,15000,36,17.27,d,source verified,house,3.59,0,1,91.6,16,2.0,mortgage,10.700994748420316
1067447,0,10000,36,9.91,b,not verified,debt_consolidation,11.24,1,0,66.8,30,2.0,own,10.308952660644293
1059412,0,10000,36,6.62,a,not verified,credit_card,16.78,0,0,69.0,18,5.0,mortgage,11.156250521031495
1062608,0,8000,36,14.65,c,not verified,car,12.6,1,0,54.3,11,3.0,rent,10.239959789157341
1067664,0,22000,36,9.91,b,verified,debt_consolidation,13.22,4,0,49.8,32,2.0,mortgage,10.819778284410283
1067441,0,6000,36,14.27,c,verified,car,24.53,1,0,95.9,30,10.0,mortgage,11.459524688243112
1067654,0,16000,60,9.91,b,verified,debt_consolidation,9.39,1,0,28.5,23,10.0,own,10.596634733096073
1062288,0,13500,36,9.91,b,source verified,credit_card,22.93,1,0,67.2,15,2.0,mortgage,10.491274217438248
1067434,0,25000,36,12.42,b,verified,debt_consolidation,8.32,0,0,34.6,23,2.0,rent,12.323855681186558
1067419,0,10000,36,13.49,c,verified,small_business,24.97,2,0,48.3,12,2.0,rent,10.734220396048636
1067601,0,2500,36,13.49,c,not verified,debt_consolidation,6.44,0,0,68.1,6,4.0,rent,10.210972252284089
1067579,0,7325,36,12.69,b,not verified,debt_consolidation,22.57,3,0,65.0,29,1.0,rent,10.645424897265505
1067563,0,4000,36,12.42,b,verified,credit_card,12.12,3,0,85.7,21,5.0,rent,11.813030057420567
1067364,1,10000,36,13.49,c,not verified,small_business,6.92,2,0,69.5,17,5.0,rent,11.082142548877775
1067152,1,7750,36,17.27,d,not verified,debt_consolidation,16.1,1,0,67.1,7,1.0,rent,10.085809109330082
1062471,1,20000,60,20.89,f,source verified,debt_consolidation,16.63,1,0,79.9,24,6.0,rent,11.156250521031495
1066842,0,9600,36,12.42,b,verified,debt_consolidation,11.65,0,0,70.9,11,10.0,rent,11.082142548877775
1067126,1,21000,60,11.71,b,not verified,debt_consolidation,6.62,0,0,79.9,11,3.0,rent,11.002099841204238
1067326,0,14000,36,10.65,b,source verified,credit_card,15.52,0,0,65.6,14,3.0,rent,10.308952660644293
1066789,0,13350,36,12.42,b,not verified,debt_consolidation,20.57,0,0,95.3,15,10.0,rent,10.668955394675699
1067324,1,15000,36,16.77,d,verified,debt_consolidation,19.63,2,0,74.9,38,10.0,rent,10.645424897265505
1067102,1,15000,36,17.27,d,source verified,debt_consolidation,16.03,0,0,75.9,17,8.0,rent,11.225243392518447
1067084,0,35000,36,10.65,b,verified,debt_consolidation,3.17,1,0,1.4,22,2.0,mortgage,12.031719258385396
1067090,0,9000,36,10.65,b,source verified,credit_card,8.89,0,0,71.7,10,9.0,mortgage,11.211820372186306
1060875,0,22475,60,15.27,c,verified,debt_consolidation,15.23,1,0,61.8,23,7.0,mortgage,10.858998997563564
1067265,1,16000,36,12.69,b,source verified,debt_consolidation,20.64,0,0,89.3,10,1.0,rent,10.976782033219948
1067287,0,13500,36,12.69,b,source verified,debt_consolidation,11.97,2,0,77.7,11,5.0,rent,11.170435156023453
1067066,0,24000,36,12.69,b,verified,debt_consolidation,11.6,0,0,84.6,33,10.0,rent,11.225243392518447
1067283,0,12000,36,10.65,b,not verified,credit_card,10.84,1,0,48.8,18,5.0,rent,11.002099841204238
1067266,0,8400,60,16.77,d,not verified,major_purchase,11.35,0,0,80.3,13,5.0,rent,11.3850466378818
1066635,0,28000,60,17.58,d,verified,home_improvement,12.07,1,0,13.4,24,5.0,mortgage,11.84939770159144
1067026,0,14000,36,6.62,a,source verified,debt_consolidation,11.15,1,0,35.4,46,10.0,rent,11.097410021008562
1067038,1,12000,36,14.27,c,not verified,other,8.4,1,0,86.2,12,8.0,mortgage,11.156250521031495
1067030,0,25000,36,11.71,b,verified,debt_consolidation,6.88,1,0,89.1,18,10.0,mortgage,11.512925464970229
1065350,0,9000,36,12.69,b,source verified,debt_consolidation,17.81,1,0,55.4,21,5.0,rent,10.819778284410283
1067028,0,13250,36,10.65,b,not verified,debt_consolidation,24.93,2,0,58.7,25,4.0,rent,10.46310334047155
1061877,0,20000,36,13.49,c,verified,debt_consolidation,22.38,1,0,90.8,17,6.0,rent,11.225243392518447
1067018,0,3000,36,14.65,c,verified,medical,21.84,1,0,88.7,14,5.0,rent,11.170435156023453
1067223,0,7350,36,10.65,b,not verified,debt_consolidation,11.93,0,0,77.5,5,10.0,mortgage,10.778956289890028
1067004,0,11500,36,15.27,c,not verified,debt_consolidation,21.1,1,0,76.7,14,5.0,rent,10.491274217438248
1031265,1,13650,36,12.42,b,not verified,debt_consolidation,12.29,1,0,73.4,34,10.0,mortgage,11.362102575235644
1066835,1,10500,36,16.29,d,source verified,debt_consolidation,15.0,1,0,55.5,8,3.0,rent,10.308952660644293
1067181,0,12000,36,9.91,b,not verified,debt_consolidation,15.5,0,0,85.7,21,2.0,rent,11.002099841204238
1067179,0,6000,36,8.9,a,not verified,credit_card,14.51,2,0,64.8,16,3.0,rent,10.4341158035983
1067172,0,11500,36,15.27,c,verified,credit_card,21.69,1,0,90.0,11,10.0,mortgage,10.696480068065789
1066712,0,7000,36,12.42,b,not verified,debt_consolidation,12.0,1,0,71.6,31,7.0,mortgage,11.314474526246391
1066706,0,29500,60,20.3,e,source verified,debt_consolidation,20.93,0,0,89.8,35,6.0,mortgage,11.326595886778735
1066836,0,2000,36,15.27,c,verified,moving,17.74,1,0,96.4,11,2.0,rent,10.621327345686446
1066826,0,11625,36,13.49,c,source verified,credit_card,19.33,1,0,84.7,31,1.0,mortgage,10.491274217438248
1063280,1,15075,36,14.27,c,verified,debt_consolidation,20.16,1,0,89.6,14,10.0,rent,10.46310334047155
1057447,0,5300,36,15.27,c,verified,credit_card,24.88,2,0,82.7,13,1.0,rent,10.308952660644293
1040867,0,8200,36,6.62,a,source verified,home_improvement,11.1,1,0,25.5,11,1.0,rent,10.596634733096073
1065232,0,12000,36,12.42,b,not verified,credit_card,13.98,1,0,75.0,25,9.0,mortgage,11.56171562913966
1052492,0,8650,36,14.27,c,source verified,credit_card,7.6,2,0,58.9,23,4.0,mortgage,10.714417768752456
1066763,0,12000,36,12.42,b,not verified,debt_consolidation,11.81,2,0,51.1,61,2.0,rent,11.326595886778735
1066798,1,9500,36,12.69,b,source verified,moving,23.54,2,0,75.3,42,1.0,mortgage,10.868568448579715
1066639,0,7400,36,13.49,c,source verified,debt_consolidation,8.45,0,0,92.8,13,1.0,own,10.126631103850338
1066633,0,14400,36,13.49,c,not verified,debt_consolidation,16.92,1,0,65.0,26,10.0,mortgage,11.002099841204238
1060644,0,24250,60,23.91,g,verified,debt_consolidation,12.96,3,0,99.0,20,7.0,mortgage,11.695247021764184
1066766,1,7200,36,7.9,a,source verified,debt_consolidation,7.98,0,0,82.9,14,3.0,rent,11.127262984158243
1066613,1,26000,60,16.77,d,verified,home_improvement,11.77,1,0,72.7,14,10.0,mortgage,10.87804719253426
1065648,1,7000,60,11.71,b,verified,credit_card,26.22,0,0,90.9,23,6.0,mortgage,11.150519846322512
1066768,0,4000,36,7.51,a,source verified,major_purchase,18.17,0,0,50.7,24,1.0,rent,11.082142548877775
1066617,0,1500,36,17.27,d,verified,debt_consolidation,8.23,0,0,97.8,14,10.0,mortgage,11.877568578558138
1062015,0,19600,36,12.42,b,verified,credit_card,11.62,0,0,50.1,12,2.0,rent,11.225243392518447
1066598,0,2500,36,11.71,b,verified,debt_consolidation,18.7,0,0,66.7,13,7.0,mortgage,10.275051108968611
1066503,1,10000,36,12.69,b,not verified,credit_card,2.69,0,0,70.2,6,2.0,rent,11.156250521031495
1066530,0,10000,36,6.62,a,not verified,credit_card,26.85,0,0,70.4,40,5.0,rent,10.714417768752456
1066520,0,4225,36,12.42,b,not verified,other,17.61,1,0,73.7,12,5.0,mortgage,10.918718232265187
1065929,0,3500,36,7.9,a,not verified,vacation,6.46,0,0,55.5,19,7.0,mortgage,11.025816367821553
1066582,0,12000,36,6.62,a,not verified,debt_consolidation,13.65,0,0,80.3,21,10.0,mortgage,10.933106969717286
1066348,0,16500,36,8.9,a,source verified,debt_consolidation,9.06,1,0,38.8,24,1.0,rent,10.757902880692196
1061430,0,22000,60,21.67,f,verified,debt_consolidation,15.62,1,0,79.4,27,1.0,rent,10.915088464214607
1061519,0,12000,36,14.65,c,verified,credit_card,14.87,2,0,71.0,38,1.0,rent,11.170435156023453
1066344,1,15600,60,12.69,b,source verified,vacation,5.78,1,0,35.7,11,10.0,rent,10.819778284410283
1066480,0,10800,36,12.42,b,verified,credit_card,12.12,0,0,74.5,23,8.0,rent,11.813030057420567
1066471,0,14000,36,12.42,b,not verified,credit_card,7.35,0,0,97.8,19,10.0,mortgage,11.05089000537367
1066318,0,6000,36,13.49,c,not verified,debt_consolidation,15.58,1,0,83.6,14,5.0,mortgage,10.819778284410283
1066453,0,12000,36,9.91,b,not verified,debt_consolidation,14.83,0,0,67.7,21,5.0,rent,11.289781913656018
1063090,0,10000,36,12.42,b,not verified,debt_consolidation,10.45,0,0,51.6,19,4.0,rent,10.714417768752456
1061406,0,8000,36,7.9,a,not verified,vacation,6.09,1,0,55.9,31,2.0,rent,11.26446410567173
1066278,0,14125,36,9.91,b,verified,debt_consolidation,23.13,3,0,66.0,20,1.0,rent,10.404262840448617
1066281,0,14000,36,12.69,b,not verified,debt_consolidation,19.24,1,0,64.5,18,5.0,rent,11.04771035245629
1056150,0,13200,60,17.27,d,source verified,small_business,9.64,3,0,50.1,12,3.0,rent,10.181119289134408
1066434,0,4000,36,19.03,e,not verified,vacation,20.59,2,0,22.6,56,10.0,mortgage,11.289781913656018
1048526,1,4000,36,12.69,b,not verified,debt_consolidation,6.86,3,0,79.7,13,2.0,rent,10.126631103850338
1028566,0,10500,36,6.03,a,source verified,debt_consolidation,10.36,0,0,18.7,16,10.0,mortgage,11.082142548877775
1066424,0,5500,36,7.9,a,source verified,car,6.65,0,1,43.3,23,10.0,own,10.985292722887856
1066212,0,7350,36,11.71,b,verified,debt_consolidation,22.51,1,0,77.9,23,1.0,rent,10.404262840448617
1066232,1,10000,36,12.42,b,source verified,credit_card,18.31,1,0,90.6,19,10.0,rent,10.571316925111784
