id,loan_status,loan_amount,loan_term,interest_rate,installment,grade,verification_status,purpose,dti,inquiries,open_credit_lines,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
1069244,fully paid,7000,36,10.65,228.02,b,not verified,debt_consolidation,7.38,0,7,0,92.9,12,1.0,rent,40000.0
1069243,charged off,12000,36,15.96,421.65,c,not verified,car,20.88,2,11,0,90.8,11,4.0,rent,50000.0
1069238,fully paid,12000,36,9.91,386.7,b,not verified,credit_card,8.11,1,11,0,52.1,12,1.0,rent,46000.0
1069410,charged off,21000,60,19.91,555.33,e,verified,debt_consolidation,21.58,1,7,0,97.6,14,7.0,rent,50000.0
1068409,fully paid,16000,60,19.91,423.11,e,verified,credit_card,20.52,3,12,0,75.1,21,7.0,rent,81000.0
1068487,fully paid,10000,36,12.42,334.16,b,not verified,debt_consolidation,18.58,0,5,0,72.7,10,1.0,own,39000.0
1043961,fully paid,10000,36,10.65,325.74,b,not verified,credit_card,19.14,3,10,0,59.1,24,2.0,rent,51400.0
1068945,fully paid,7100,36,16.77,252.33,d,verified,debt_consolidation,24.0,2,4,0,91.2,8,1.0,mortgage,33000.0
1069142,fully paid,13000,60,12.69,293.74,b,source verified,debt_consolidation,13.72,0,17,0,58.9,27,1.0,mortgage,30000.0
1068934,fully paid,17500,60,17.27,223.74,d,verified,small_business,19.47,1,5,0,58.9,6,6.0,rent,40000.0
1069136,fully paid,17675,60,14.65,417.25,c,source verified,debt_consolidation,16.46,2,6,0,57.4,14,1.0,rent,50000.0
1068923,fully paid,8000,36,16.77,284.31,d,not verified,debt_consolidation,21.64,3,14,0,66.9,20,1.0,rent,62000.0
1069126,charged off,10000,60,10.65,215.69,b,verified,debt_consolidation,21.73,1,7,0,30.1,15,10.0,rent,45996.0
1069102,fully paid,3500,36,10.65,114.01,b,not verified,debt_consolidation,5.39,1,9,0,45.9,12,7.0,mortgage,55000.0
1069093,charged off,12500,60,17.27,223.11,d,source verified,debt_consolidation,13.16,0,7,1,70.8,28,5.0,rent,30000.0
1069030,fully paid,16425,36,14.27,563.53,c,source verified,debt_consolidation,22.71,1,10,0,83.4,18,4.0,rent,44544.0
1068906,charged off,8200,60,21.28,223.14,f,source verified,small_business,12.48,3,6,0,73.9,11,4.0,rent,75000.0
1069073,fully paid,15000,36,14.65,517.42,c,verified,credit_card,11.88,1,8,0,79.5,18,2.0,own,61000.0
1069043,fully paid,20975,60,17.58,341.63,d,verified,credit_card,18.79,0,13,1,79.4,21,5.0,mortgage,44000.0
1060981,charged off,6400,36,16.77,227.45,d,not verified,debt_consolidation,20.22,0,9,0,67.5,27,5.0,rent,75000.0
1069071,fully paid,3000,36,13.49,101.8,c,not verified,debt_consolidation,18.11,0,4,0,83.2,7,1.0,rent,33600.0
1069070,fully paid,12000,36,16.77,426.47,d,not verified,credit_card,20.57,1,13,0,97.0,19,3.0,rent,50000.0
1068893,fully paid,14400,36,8.9,457.25,a,source verified,debt_consolidation,14.85,0,12,0,55.0,38,1.0,own,150000.0
1068882,fully paid,12000,36,14.65,413.94,c,not verified,debt_consolidation,16.56,2,12,0,78.5,36,10.0,rent,90000.0
1069039,fully paid,11000,36,13.49,373.24,c,verified,debt_consolidation,21.82,3,15,0,65.0,29,10.0,mortgage,48000.0
1068416,fully paid,7250,60,21.67,197.51,f,verified,debt_consolidation,24.82,2,9,1,91.2,19,1.0,rent,75000.0
1068997,fully paid,15000,36,7.9,469.36,a,not verified,small_business,9.65,1,11,0,6.7,29,1.0,mortgage,52000.0
1048390,fully paid,18000,60,19.91,475.99,e,not verified,debt_consolidation,6.81,0,10,0,77.8,40,10.0,mortgage,65000.0
1068994,fully paid,35000,60,17.27,551.84,d,verified,home_improvement,7.51,1,11,0,53.3,31,3.0,mortgage,150000.0
1068475,fully paid,10000,36,14.27,343.09,c,source verified,credit_card,15.39,1,9,0,81.3,15,2.0,rent,68000.0
1068989,fully paid,11800,36,12.69,395.83,b,source verified,credit_card,9.86,0,4,0,74.8,13,6.0,rent,42000.0
1068967,fully paid,4500,36,6.03,136.96,a,source verified,major_purchase,4.44,0,7,0,13.9,17,4.0,rent,53000.0
1068744,fully paid,7000,36,12.69,234.82,b,source verified,credit_card,11.35,2,10,0,82.3,26,10.0,rent,35000.0
1045509,fully paid,9200,36,12.42,307.43,b,source verified,debt_consolidation,19.96,3,8,0,78.7,19,2.0,rent,60000.0
1063958,current,14000,60,17.27,349.98,d,verified,other,6.34,2,5,0,79.4,10,4.0,rent,28000.0
1041756,fully paid,4500,60,10.65,97.06,b,source verified,car,5.4,0,4,0,78.3,9,1.0,mortgage,42000.0
1068694,fully paid,12000,36,16.29,423.61,d,verified,debt_consolidation,16.85,0,6,0,96.4,15,9.0,rent,88365.0
1068792,fully paid,12000,36,13.49,407.17,c,source verified,debt_consolidation,21.33,1,11,0,27.6,19,4.0,rent,72000.0
1068558,fully paid,12000,36,10.65,390.88,b,verified,credit_card,23.94,0,10,0,78.4,51,1.0,rent,62000.0
1068322,fully paid,7000,36,10.65,228.02,b,not verified,credit_card,5.38,0,7,0,78.1,11,3.0,mortgage,43680.0
1065674,fully paid,8200,60,19.42,214.62,e,source verified,debt_consolidation,2.8,2,5,0,88.4,6,3.0,rent,120000.0
1068547,fully paid,10500,36,12.69,352.23,b,verified,medical,20.73,2,8,0,51.2,26,10.0,rent,66000.0
1068545,fully paid,7000,36,11.71,231.54,b,not verified,debt_consolidation,21.01,0,8,1,52.4,26,4.0,own,39120.0
1068575,current,15300,60,22.06,423.1,f,verified,credit_card,20.58,2,14,0,89.7,27,6.0,rent,85000.0
1049528,fully paid,20000,60,11.71,282.86,b,verified,debt_consolidation,10.04,0,15,0,46.3,27,4.0,mortgage,47800.0
1068542,charged off,17500,60,17.27,437.47,d,not verified,credit_card,21.31,2,13,0,86.1,26,7.0,mortgage,45000.0
1068350,fully paid,3500,36,6.03,106.53,a,verified,car,2.31,0,6,0,13.4,28,10.0,mortgage,83000.0
1067874,current,6000,60,12.69,135.57,b,source verified,major_purchase,13.66,0,6,0,50.0,17,1.0,rent,81000.0
1068509,charged off,6200,36,9.91,199.8,b,not verified,debt_consolidation,20.64,2,7,0,47.7,12,2.0,rent,25000.0
1034693,current,16000,60,17.58,402.65,d,not verified,debt_consolidation,15.56,0,8,0,87.1,16,7.0,rent,65000.0
1068508,fully paid,6000,36,8.9,190.52,a,not verified,debt_consolidation,13.17,0,11,0,36.8,13,8.0,own,28800.0
1066641,fully paid,7200,36,9.91,232.02,b,not verified,credit_card,6.12,0,7,0,79.6,18,6.0,rent,135000.0
1068315,fully paid,9500,36,8.9,301.66,a,not verified,credit_card,8.18,0,8,0,60.5,13,7.0,mortgage,50000.0
1068309,charged off,18825,60,16.77,465.53,d,verified,debt_consolidation,23.18,0,6,0,79.7,7,10.0,rent,38000.0
1068326,fully paid,24000,36,10.65,781.76,b,verified,debt_consolidation,14.8,0,5,0,55.2,9,10.0,rent,45000.0
1066767,fully paid,6000,36,13.49,203.59,c,not verified,debt_consolidation,11.58,0,8,0,83.8,16,10.0,rent,80000.0
1068484,fully paid,6000,36,13.49,203.59,c,not verified,debt_consolidation,15.38,1,6,0,91.5,7,5.0,rent,50000.0
1068292,fully paid,2100,36,12.42,70.18,b,not verified,vacation,19.72,1,12,0,82.9,26,10.0,mortgage,30000.0
1068273,fully paid,5500,36,6.62,168.88,a,verified,small_business,9.69,0,7,0,21.9,26,8.0,mortgage,110000.0
1068274,fully paid,11000,36,6.62,337.75,a,source verified,debt_consolidation,20.5,0,7,0,58.7,11,8.0,own,45608.0
1068440,fully paid,26800,60,20.89,723.38,f,verified,debt_consolidation,12.15,0,13,0,48.0,18,3.0,mortgage,120000.0
1046456,fully paid,8000,36,12.69,268.36,b,not verified,debt_consolidation,10.05,0,7,0,97.7,18,5.0,mortgage,35000.0
1068012,charged off,10000,36,18.25,362.78,d,source verified,credit_card,24.14,0,9,0,96.3,26,1.0,rent,75000.0
1055725,fully paid,8000,36,11.71,264.61,b,verified,credit_card,9.7,0,7,0,46.5,8,9.0,mortgage,35000.0
1061814,fully paid,10000,36,8.9,317.54,a,verified,debt_consolidation,7.0,0,6,0,49.5,21,6.0,rent,24000.0
1068232,fully paid,12000,36,11.71,396.92,b,not verified,debt_consolidation,13.32,0,17,0,54.1,38,2.0,mortgage,126000.0
1068405,fully paid,10000,36,7.9,312.91,a,not verified,debt_consolidation,25.26,0,8,0,37.2,16,1.0,rent,43000.0
1068395,fully paid,12000,36,9.91,386.7,b,not verified,debt_consolidation,16.44,1,11,0,29.3,25,1.0,rent,50000.0
1068202,charged off,25000,60,13.49,575.12,c,verified,credit_card,14.15,0,6,0,91.2,21,10.0,mortgage,67000.0
1068006,charged off,19750,36,10.65,643.33,b,verified,debt_consolidation,22.8,0,12,0,54.2,28,4.0,rent,45000.0
1068075,fully paid,10000,36,9.91,322.25,b,source verified,debt_consolidation,14.81,0,13,0,27.0,19,3.0,rent,31200.0
1065642,fully paid,13650,36,12.42,456.12,b,verified,debt_consolidation,24.09,0,11,0,56.5,34,4.0,rent,66000.0
1068179,charged off,28000,60,19.91,312.04,e,verified,debt_consolidation,20.7,0,10,0,87.6,16,10.0,rent,52000.0
1068158,fully paid,18000,36,7.9,563.23,a,source verified,debt_consolidation,27.55,0,7,0,76.6,20,10.0,rent,56964.0
1068180,fully paid,2500,36,14.27,85.78,c,source verified,debt_consolidation,10.33,1,7,0,37.7,20,7.0,rent,49500.0
1065673,fully paid,21000,60,20.3,559.89,e,verified,credit_card,23.21,2,17,0,70.7,25,10.0,rent,70000.0
1068159,fully paid,35000,36,8.9,1111.37,a,verified,debt_consolidation,22.71,0,8,0,34.8,32,6.0,mortgage,125000.0
1068165,fully paid,10000,36,7.51,311.11,a,not verified,credit_card,9.75,1,9,0,0.6,19,3.0,rent,33000.0
1059689,fully paid,7000,36,12.69,234.82,b,source verified,credit_card,15.8,2,7,0,47.6,11,1.0,rent,30000.0
1066215,charged off,24000,36,15.96,843.3,c,source verified,home_improvement,9.17,1,9,0,71.2,23,8.0,mortgage,90000.0
1063270,fully paid,10625,36,7.51,330.56,a,not verified,medical,18.89,1,9,0,43.4,21,5.0,mortgage,23000.0
1067931,fully paid,5000,36,14.65,172.48,c,source verified,debt_consolidation,18.3,2,5,0,33.3,9,2.0,rent,24000.0
1067922,fully paid,8850,36,6.62,271.73,a,source verified,credit_card,17.71,0,7,0,35.9,19,10.0,rent,62000.0
1067919,fully paid,6375,36,7.51,198.34,a,source verified,debt_consolidation,4.8,0,7,0,58.0,11,4.0,rent,44000.0
1068106,fully paid,6000,36,11.71,198.46,b,not verified,credit_card,2.97,0,10,0,56.6,23,1.0,rent,90000.0
1068111,charged off,11100,36,6.62,340.82,a,verified,credit_card,29.85,1,8,0,62.3,18,10.0,rent,41000.0
1067655,fully paid,10000,60,12.69,225.95,b,source verified,debt_consolidation,10.82,1,11,0,31.2,18,2.0,mortgage,56000.0
1060662,fully paid,6200,36,6.03,188.71,a,not verified,small_business,18.2,0,6,0,16.0,18,5.0,mortgage,26500.0
1061304,fully paid,15000,36,18.64,547.12,e,not verified,debt_consolidation,19.69,2,9,0,90.3,12,1.0,rent,54000.0
1068095,fully paid,4200,36,11.71,138.92,b,not verified,other,16.91,0,15,0,79.7,22,2.0,rent,53000.0
1067182,fully paid,14000,36,14.27,480.33,c,not verified,debt_consolidation,7.36,1,9,0,70.8,14,4.0,rent,52800.0
822464,fully paid,8875,36,7.51,276.11,a,not verified,debt_consolidation,23.53,1,13,0,62.1,27,1.0,mortgage,38000.0
1063526,fully paid,13500,36,9.91,435.04,b,verified,debt_consolidation,12.38,1,3,0,67.3,7,7.0,rent,38000.0
1068091,charged off,12000,36,9.91,386.7,b,not verified,debt_consolidation,7.83,2,8,0,65.4,16,2.0,rent,42000.0
1068090,fully paid,16000,60,19.91,423.11,e,verified,debt_consolidation,15.8,0,8,0,72.4,19,4.0,rent,55000.0
1068082,fully paid,21600,60,19.42,565.32,e,source verified,debt_consolidation,16.74,0,6,0,78.1,21,8.0,mortgage,60000.0
1068078,fully paid,6000,36,10.65,195.44,b,not verified,home_improvement,12.86,0,12,0,40.5,22,6.0,mortgage,87000.0
1057633,fully paid,8450,60,16.77,208.97,d,verified,debt_consolidation,22.51,2,6,0,83.5,21,5.0,own,25000.0
1046204,fully paid,20000,60,13.49,460.1,c,not verified,credit_card,17.68,0,13,0,61.4,23,1.0,rent,82000.0
1067794,charged off,10000,36,11.71,330.76,b,not verified,debt_consolidation,22.08,0,8,0,29.3,26,8.0,rent,60000.0
1067816,fully paid,12000,36,16.29,423.61,d,verified,credit_card,18.18,0,8,0,97.2,11,5.0,mortgage,80000.0
1068018,charged off,13475,60,13.49,309.99,c,verified,credit_card,21.89,1,7,0,65.8,14,10.0,rent,25000.0
1052996,fully paid,7200,36,12.42,240.59,b,not verified,major_purchase,17.43,1,7,0,80.2,10,5.0,rent,48000.0
1067818,charged off,5600,36,14.65,193.17,c,not verified,debt_consolidation,12.24,3,8,0,90.8,31,1.0,mortgage,85000.0
1064842,fully paid,12000,36,14.27,411.71,c,verified,debt_consolidation,10.86,1,7,0,81.5,11,1.0,rent,57000.0
1067109,fully paid,8500,36,6.03,258.71,a,not verified,credit_card,1.73,0,6,0,28.0,18,2.0,rent,25000.0
1067971,fully paid,8000,36,9.91,257.8,b,source verified,credit_card,18.28,0,6,0,78.5,7,2.0,rent,34000.0
1057518,fully paid,8000,36,12.42,267.33,b,not verified,credit_card,15.0,0,10,0,88.2,11,10.0,rent,40000.0
1067473,fully paid,16000,60,15.27,382.92,c,source verified,debt_consolidation,17.44,1,4,0,92.3,17,10.0,rent,42656.4
1062177,fully paid,15000,36,17.27,536.81,d,source verified,house,3.59,0,6,1,91.6,16,2.0,mortgage,44400.0
1067447,fully paid,10000,36,9.91,322.25,b,not verified,debt_consolidation,11.24,1,8,0,66.8,30,2.0,own,30000.0
1059412,fully paid,10000,36,6.62,307.04,a,not verified,credit_card,16.78,0,9,0,69.0,18,5.0,mortgage,70000.0
1062608,fully paid,8000,36,14.65,275.96,c,not verified,car,12.6,1,8,0,54.3,11,3.0,rent,28000.0
1067664,fully paid,22000,36,9.91,708.95,b,verified,debt_consolidation,13.22,4,17,0,49.8,32,2.0,mortgage,50000.0
1067441,fully paid,6000,36,14.27,205.86,c,verified,car,24.53,1,13,0,95.9,30,10.0,mortgage,94800.0
1067654,fully paid,16000,60,9.91,339.25,b,verified,debt_consolidation,9.39,1,6,0,28.5,23,10.0,own,40000.0
1062288,fully paid,13500,36,9.91,435.04,b,source verified,credit_card,22.93,1,13,0,67.2,15,2.0,mortgage,36000.0
1067434,fully paid,25000,36,12.42,835.39,b,verified,debt_consolidation,8.32,0,11,0,34.6,23,2.0,rent,225000.0
1067419,fully paid,10000,36,13.49,339.31,c,verified,small_business,24.97,2,10,0,48.3,12,2.0,rent,45900.0
1067601,fully paid,2500,36,13.49,84.83,c,not verified,debt_consolidation,6.44,0,6,0,68.1,6,4.0,rent,27200.0
1067579,fully paid,7325,36,12.69,245.72,b,not verified,debt_consolidation,22.57,3,12,0,65.0,29,1.0,rent,42000.0
1067563,fully paid,4000,36,12.42,133.67,b,verified,credit_card,12.12,3,11,0,85.7,21,5.0,rent,135000.0
1067364,charged off,10000,36,13.49,339.31,c,not verified,small_business,6.92,2,12,0,69.5,17,5.0,rent,65000.0
1067152,charged off,7750,36,17.27,277.36,d,not verified,debt_consolidation,16.1,1,4,0,67.1,7,1.0,rent,24000.0
1062471,charged off,20000,60,20.89,539.84,f,source verified,debt_consolidation,16.63,1,10,0,79.9,24,6.0,rent,70000.0
1066842,fully paid,9600,36,12.42,320.79,b,verified,debt_consolidation,11.65,0,6,0,70.9,11,10.0,rent,65000.0
1067126,charged off,21000,60,11.71,464.07,b,not verified,debt_consolidation,6.62,0,7,0,79.9,11,3.0,rent,60000.0
1067326,fully paid,14000,36,10.65,456.03,b,source verified,credit_card,15.52,0,7,0,65.6,14,3.0,rent,30000.0
1066789,fully paid,13350,36,12.42,446.1,b,not verified,debt_consolidation,20.57,0,7,0,95.3,15,10.0,rent,43000.0
1067324,charged off,15000,36,16.77,533.08,d,verified,debt_consolidation,19.63,2,10,0,74.9,38,10.0,rent,42000.0
1067102,charged off,15000,36,17.27,536.81,d,source verified,debt_consolidation,16.03,0,10,0,75.9,17,8.0,rent,75000.0
1046969,current,11000,60,13.49,253.06,c,verified,debt_consolidation,10.94,0,10,0,24.1,31,10.0,mortgage,129000.0
1067084,fully paid,35000,36,10.65,1140.07,b,verified,debt_consolidation,3.17,1,16,0,1.4,22,2.0,mortgage,168000.0
1067090,fully paid,9000,36,10.65,293.16,b,source verified,credit_card,8.89,0,7,0,71.7,10,9.0,mortgage,74000.0
1060875,fully paid,22475,60,15.27,537.87,c,verified,debt_consolidation,15.23,1,7,0,61.8,23,7.0,mortgage,52000.0
1067265,charged off,16000,36,12.69,536.72,b,source verified,debt_consolidation,20.64,0,8,0,89.3,10,1.0,rent,58500.0
1067287,fully paid,13500,36,12.69,452.86,b,source verified,debt_consolidation,11.97,2,4,0,77.7,11,5.0,rent,71000.0
1067066,fully paid,24000,36,12.69,805.08,b,verified,debt_consolidation,11.6,0,10,0,84.6,33,10.0,rent,75000.0
1067283,fully paid,12000,36,10.65,390.88,b,not verified,credit_card,10.84,1,12,0,48.8,18,5.0,rent,60000.0
1067266,fully paid,8400,60,16.77,207.73,d,not verified,major_purchase,11.35,0,8,0,80.3,13,5.0,rent,87996.0
1066635,fully paid,28000,60,17.58,704.64,d,verified,home_improvement,12.07,1,13,0,13.4,24,5.0,mortgage,140000.0
1067026,fully paid,14000,36,6.62,429.86,a,source verified,debt_consolidation,11.15,1,7,0,35.4,46,10.0,rent,66000.0
1067038,charged off,12000,36,14.27,411.71,c,not verified,other,8.4,1,7,0,86.2,12,8.0,mortgage,70000.0
1067030,fully paid,25000,36,11.71,826.9,b,verified,debt_consolidation,6.88,1,8,0,89.1,18,10.0,mortgage,100000.0
1065350,fully paid,9000,36,12.69,301.91,b,source verified,debt_consolidation,17.81,1,13,0,55.4,21,5.0,rent,50000.0
1067028,fully paid,13250,36,10.65,431.6,b,not verified,debt_consolidation,24.93,2,11,0,58.7,25,4.0,rent,35000.0
1061877,fully paid,20000,36,13.49,678.61,c,verified,debt_consolidation,22.38,1,7,0,90.8,17,6.0,rent,75000.0
1067018,fully paid,3000,36,14.65,103.49,c,verified,medical,21.84,1,4,0,88.7,14,5.0,rent,71000.0
1067223,fully paid,7350,36,10.65,239.42,b,not verified,debt_consolidation,11.93,0,5,0,77.5,5,10.0,mortgage,48000.0
1067004,fully paid,11500,36,15.27,400.18,c,not verified,debt_consolidation,21.1,1,7,0,76.7,14,5.0,rent,36000.0
1031265,charged off,13650,36,12.42,456.12,b,not verified,debt_consolidation,12.29,1,12,0,73.4,34,10.0,mortgage,86000.0
1066835,charged off,10500,36,16.29,370.66,d,source verified,debt_consolidation,15.0,1,7,0,55.5,8,3.0,rent,30000.0
1067181,fully paid,12000,36,9.91,386.7,b,not verified,debt_consolidation,15.5,0,7,0,85.7,21,2.0,rent,60000.0
1067179,fully paid,6000,36,8.9,190.52,a,not verified,credit_card,14.51,2,9,0,64.8,16,3.0,rent,34000.0
1067172,fully paid,11500,36,15.27,400.18,c,verified,credit_card,21.69,1,9,0,90.0,11,10.0,mortgage,44200.0
1066712,fully paid,7000,36,12.42,233.91,b,not verified,debt_consolidation,12.0,1,6,0,71.6,31,7.0,mortgage,82000.0
1066706,fully paid,29500,60,20.3,786.51,e,source verified,debt_consolidation,20.93,0,12,0,89.8,35,6.0,mortgage,83000.0
1066836,fully paid,2000,36,15.27,69.6,c,verified,moving,17.74,1,7,0,96.4,11,2.0,rent,41000.0
1066826,fully paid,11625,36,13.49,394.45,c,source verified,credit_card,19.33,1,17,0,84.7,31,1.0,mortgage,36000.0
1063280,charged off,15075,36,14.27,517.21,c,verified,debt_consolidation,20.16,1,7,0,89.6,14,10.0,rent,35000.0
1057447,fully paid,5300,36,15.27,184.43,c,verified,credit_card,24.88,2,11,0,82.7,13,1.0,rent,30000.0
1040867,fully paid,8200,36,6.62,251.77,a,source verified,home_improvement,11.1,1,7,0,25.5,11,1.0,rent,40000.0
1065232,fully paid,12000,36,12.42,400.99,b,not verified,credit_card,13.98,1,10,0,75.0,25,9.0,mortgage,105000.0
1052492,fully paid,8650,36,14.27,296.78,c,source verified,credit_card,7.6,2,14,0,58.9,23,4.0,mortgage,45000.0
1066664,current,21000,60,17.27,294.98,d,verified,debt_consolidation,7.75,0,9,0,50.3,16,10.0,mortgage,109000.0
1066659,current,16000,60,17.27,399.97,d,source verified,debt_consolidation,11.04,0,10,0,42.2,16,2.0,rent,50000.0
1066763,fully paid,12000,36,12.42,400.99,b,not verified,debt_consolidation,11.81,2,14,0,51.1,61,2.0,rent,83000.0
1066798,charged off,9500,36,12.69,318.68,b,source verified,moving,23.54,2,14,0,75.3,42,1.0,mortgage,52500.0
1066639,fully paid,7400,36,13.49,251.09,c,source verified,debt_consolidation,8.45,0,5,0,92.8,13,1.0,own,25000.0
1066633,fully paid,14400,36,13.49,488.6,c,not verified,debt_consolidation,16.92,1,15,0,65.0,26,10.0,mortgage,60000.0
